review_id,review_text,rating
gp:AOqpTOGtuvsGStDAiI12XIgtKJtbDFV9NGWiovHCzl4OnVJopCty8jYl9-MLvTDqP7kU0y33ptYNU595NU0LCw,update thanks for your response. i would ask the developers to check their own app. there is no monthly subscription option in the app. old review no monthly subscriptions? why should i be forced to subscribe for a year? i am definitely not subscribing for a year in one go. this is ridiculously desperate.,1
gp:AOqpTOEJdPLr9jdEDnvr56uDHDhIZDp0hvNpRrm3i38up5ZpW8DXjFpcfxJfXZQrOnxtZSu9QfeoLVfiV2AYpw,expensive paywall preventing access to features in wanting to try out,1
gp:AOqpTOEpG12eF_NO-BMG1dh61zouI45dyOLiH5FfcnyiTsSjrRcfVRvm_9SxsOqq4afhDbwTALmcK6z8LaY1pg,"i was about to pay for this app when i noticed a bug. it does not effectively sync tasks and events from the google calendar. numerous issues, and you can t even mark those events as over. sorry, not going to subscribe to this. i have no idea why this app is so famous. it s quite bad, in my opinion.",1
gp:AOqpTOEwq2oQY4Y5tHrXF5B925uQ_76w9R-EEASoBZ-W9XyDBTyHgBSKHS6JAfzav0Dvucp3ua-C15O1UaeayQ,worst application no task information on screen,1
gp:AOqpTOG_cecjUQF96eGoXeOUD6iugL93jvTU3E4aW6u3VgJnfpsw4TfwPbPOV33Nwvv_XzdzH6lP5ph7tiKcIQ,"i downloaded this app to try for my task list but i see there re not many functions, choices of sounds, color labels... to make the task fun, dissapointed with the score i saw on google play. the worst point is this app forced me to pay for it without any awareness. i checked my google play account before the trial end, i didn t see any subscription plan from any.do, but after the trial, it charged me yearly plan for this app. bad way to trick people to pay for this app.",1
gp:AOqpTOGN8rObZPmhEolYdjwgv4ecjVCAME9NV3j151BB_TlyosOOfwLNPTPhc3i0kH8eP5ciPrDnCcudg8w8Bg,"shameless app ever, waste money !!! i have subscribed and have been charged for the whole year. though no features of premium appeared. can someone clarify the reason????",1
gp:AOqpTOFAvpx5Fi-isGpzhYm8HuT4NaJzVOcMfjE_sDkDkpXFimnDWdmV5f6Ps4UXETRAFB3UEhsLbV8KXTVWKA,i am not providing email addresses or google or facebook accounts for a todo list,1
gp:AOqpTOEgERvpUvz7K9EnevhXBa2V5Rhf10Vj9frLJJSAzaSBueZhmdNQXA1CLLZC0vHocZ_-skLmQ8JIv2pMEA,uninstalled it as soon as it started sending me ad notifications. why does any developer think this is acceptable? disgusting.,1
gp:AOqpTOGiw71s_vPVDioXw7Rqv2oHzM2fcUQjDBuZ9KlZ9IEpNFeNA5gvkruZ7UJgp7g40tn47sij4ljEGH455A,i have subscribed and have been charged for the whole year. though no features of premium appeared. can someone clarify the reason????,1
gp:AOqpTOGhMZmy-lHPKbzz-BF-JiC_1rTtAU8xmtZtwz2kzI4qKZVR8RxguMXyy-wMzeus6Vno_YGbCeq4-Zt1GQ,have to pay premium if you want to put multiple reminders a day,1
gp:AOqpTOH_AYbhV_qi0jGeuJ7Tb92hneyhzhy1Pj-rELnHu6yw2hKmORTmQ0jEn9EP2CgA2gAJp43wLf_0SSxKyw,"i have tried i installing this on two separate android devices with no luck. i can not add my calendars. i put the widget on the home screen. it says i need to add my calendars and has a button to add them, but nothing happens when i tap the button.",1
gp:AOqpTOHNusAljGcpakkhtaqnBcPbanOnh-su80zKE-SQg01VqxEHUi7iEB6c-WN2ceXnqDyWKbXnne5654bytg,such a useless and greedy app only wants money as is chargeable after 7 days do you have shame i want to give you 0 star,1
gp:AOqpTOGeRg_WF8424EZFALPqFgTsiPq2IoG0ujnvWKWQEm11eFrTG3tzSTtM8N2YiLBvH-yxr-496WNw5rWOpA,yes i what,1
gp:AOqpTOGn0MEvKawi61Jm2oaqB4M2Wnlc7iJ9l4ivB7cEtloR6MeUslxNGI2NGFq-bfgG4-HSV2oAbCJsCepu-g,"really cumbersome, is not easy to use",1
gp:AOqpTOFPubbwFNvEzPdsOdcP0iqJQnQIXWhrOkHZogjDHJDPZinWJHOzktKGnvPeRpdDRXM-nP8nlGovYLZWCA,was charged for the year instead of monthly,1
gp:AOqpTOE9ru-RbquL4E0mbskJ_YUKAbQ7woMWT8B7dj_giuuJQL-9CzScZ1_1LEfQ7jcDQjTewVYhsWJxn4zZEA,will not enable me to unsubscribe!,1
gp:AOqpTOEBTFvIHE1WHlXoek-nYi1mfnweWC-gM0nJE-nZvjE-NOtoAe82YGSpogqa6otPsz7HZN7dapIflAoFTw,latest update deleted all my tasks and lists! have to start all over and try to remember what my list items were. i ll be looking for a new app.,1
gp:AOqpTOFoIsCA0OHQapg_cPjxZ1c-llzTF8d3Ech31GRCdOlA-AQa2FkTZ-jb1j5Hfyjve-j0oDcW-APC4BmatA,features for the free version are just disappointing.,1
gp:AOqpTOEo9Bz_U4tuiFP3J2RBxcSHhUANIV7bNsb2EDNiGuOG6hG4iwIAWNlEKJfGhbx3Uc8FA49sRnIhymKxsg,locking basic features behind a paywall is kinda weird,1
gp:AOqpTOENw2ZRvJuSBJHA-qRQYBi1gYShQy-1aq6bIRy21pINwxL0KfCHhhqRCrDpAbiAbw0M5ZWfcDrMOMRt8Q,soo awkward i can t able to sign up sick app,1
gp:AOqpTOHa_AUcoRKu1nUf7wDYKUM6ddyqObyPHCQPWsTSTNa6z3VIw-TXHHDc9nH-dYshmcd1nVXEiwif-NZQmw,hangs when setting up google assistant,1
gp:AOqpTOFNy6DrR9OIdkst-3sBZAjlW2Pu2j_ut8_c34tnb06XxSljBQ93LT-HPlRfwT4TeYkIjSDilmLefFqjzA,subscription?? how does this application figure that it can be a subscription application? ridiculous update after developer response this is not a subscription application. you are not netflix or adobe. this should be a standalone app quit trying to milk people s money. you can say anything you want. this will never be a subscription application. stop being ridiculous.,1
gp:AOqpTOH9y0mrXUuqulfB_d48QIXYJet79OMMr8jzm851LJcPPk9wpcsJNAhuks49vXw2BmPFOenEZh8WzB4VxA,"hopeless customer service. i paid for the premium version, had a problem with its sharing function, emailed customer support for a solution, was told it would take 2 business days for a response which was hopeless enough , now over 5 business days later i ve not received a response.",1
gp:AOqpTOGS4g1rjZ7Fyx9WytLZor4cEU0xsCuJE3fKUM8CMIOvEwyAkMgXQM_bq-LAqw57IpZIJbsjTKBjOnqEzg,duplicates files attached and you have to constantly delete. fix the bugs.,1
gp:AOqpTOEXLp6ZP26B2q3bBLR0_apFoBPm9f_Nd3NHXjkkFkkDlRXqHL70a-MFltqtNe4Q5lQtRmecZgTFQXwikw,used to work so well earlier. now it doesn t work at all!! junk!!,1
gp:AOqpTOGieAXzc2c0vmOAoY8ppVMn2-zbfiNJAwPpmJ2ZFDcErk2ZVBZGoEOmNmvbWEZaz5dvKkyaeNYdCfCYBw,frustrating. apparently its meant to sync grocery lists with google home but doesn t. absolutely no info on how to set it up,1
gp:AOqpTOEjunaXa2uTe4rl5CrTA2FoH70gLDEn44zU-uJ6780m9Fy93xI9hbjHmMZzeoYwOTzqC1OjSx1hi6M-fA,too complicated to use,1
gp:AOqpTOHzEZYzlZa_WLuLJfZzmgRf_XwxLlYnlR1nYjhZ7ddeP5LhieeFHRHyq3BUzTQOYuKlh0hdmsllUZhvrg,forced sign in,1
gp:AOqpTOGk61WNG6_V4HoSkn0lSLLx-8lKu1wSzEkMZF6X8f0wPdrSkpTpWC5ZnZJYuVLyKYxdqQLBTLoruxXe7g,work on it,1
gp:AOqpTOHZUACE1GtwHe80WUK8RxUA7WAWyYya6guIZ5IdyFGQTQlpTEE4Tvpg_u-ICITXtnYajeZvfWbdPhYzjg,i should have looked through most recent instead of most relevant reviews. it s far too limited for me in it s free state and i m not interested in paying for a subscription just to unlock what should be basic functionality in a to do list app.,1
gp:AOqpTOFq16sJIegE4V8rH9AtJ5H3zJmQhChQ_-plqLb0FXXRTtIdc4Ex9RC1WVa8iCJj9g260483J2BZoPgDHw,do not for showing or refund refuse about my persional privacy.,1
gp:AOqpTOGCGOEcZNh7qvxq32YqKUPPFuZm-jMfFQn8HDeiJMJRuss0au3sgkbFn-aviop8qUOQ4q8UE-SgkWtlkQ,"it doesn t have sub lists, e.g. child school , child health so you see too many lists or too many tasks at once which is overwelming .",1
gp:AOqpTOHtJ4A1jU-Gwc5qcxDTyNeA0SuKtWtJO848MQYlsbDeIn-pECwv4i_kMKoVPM6P48Q9H7QpQMxG1tWdtg,not usefull and even they charge some money,1
gp:AOqpTOGc4GQOl57iSOFz0PyScPzcr_vv6dVclB5zmQeMgroovitLViDcqt74g9k2j75lzg6uOgVGCslYpJ6ddA,this app is absolutely useless. because of this i missed an important event because the reminder alarm supposedly forgot to rang. its pathetic and useless.,1
gp:AOqpTOFHia71NvH0YII4GrqF5M0nz9C_vfv0AXOhTkTxoNw17DK0sRGDVJPm_zCGui8Gd5llfJebnw9CpTUcWA,is the app or web platform down today? can t seem to login either.,1
gp:AOqpTOEy2RnsrvYoIVcEwLGgwFta7lagU4_XYI8WBnc004mfcm6jjW4hHt5sDZa13I4fo3E2PNMcQ89JKyIhqQ,have to pay for daily reminders... my phone does that free,1
gp:AOqpTOFHT5c7cUh51feZCiYcK4mP2DqWQLLxhiaJq84TDdGnewHf3EkqznxYskrrFqO_ru6xjFwvCdAk1hiBOQ,the app is amazing but the vibrations! so annoying!! pls let me turn them off.,1
gp:AOqpTOHF4aEI_7OK1Z0Gi14QO50R3HdMo67QGvkn1x8K_vRsU3Kl5iJDc9LwssUKz1SK1mAQBsK3ZMuiMIamRg,location reminders don t work in medium power saving mode.. and all i got in reply was a copy paste solution and a trouble shoot link.,1
gp:AOqpTOF8fD47bedjxNHs09-NuZDA_Gj-eFH9bEQrVfJcR5Oj6aj9npO79R1Eb-yEbhpQsr_u3gWxokgAeTWXAg,fed up with interruption in each matter i note. not worth the while having there are far too many condescending workers out inte cyber world who refuse to take no for an answer.,1
gp:AOqpTOEfg0XuDD7_o4qYaKmlCKOIsFRBdvZOyTO8bAOGCgsud_-_p27PIqbph03IG5FojJE68wJtGaCzFK4Lvw,"really dissappointed in this app. was using it to schedule my customers appointments. as soon as the new version came out, i lost everything. going back to paper as at least my paper won t delete everything. a terrible app for business owners and scheduling appointments. absolutely horrible and i m very angry.",1
gp:AOqpTOH-8UnLGNlo9EK7HKX7ZyQA8pOA2XQAtmOHG-T21AJ1LUpB68wCY8CD3j8KBvK1kIDfoW-IFlX2sAYhTw,thanks to your stupid update i lost all of my appointment dates... terrible garbage.,1
gp:AOqpTOGHYuizzBG_Fbsei5jiZwqOAq1tZYuA6HWrSVUDb0Yb9xMKVcr0szGh6OpJkif2LqMkbAFblAS9nv3NyQ,"i miss cal. the updates destroyed it, turned this into a cookie cutter to do app. it s a shame.",1
gp:AOqpTOFtaevt1hmnXk0aPdFseRhFSF0yPxcJkby9BuYK4t5vvoBnqPz0xxeJRX1HoeMuaNUpeHGt149a1eb8YA,was great but can t connect with other people since last update. invite will go out and will even receive the invitation but doesn t link and have had no luck with customer support,1
gp:AOqpTOG0qj92C93X7M5iNhYPDkyUcUlir0mU3PTgZk7ywhsEQnWrj54EqtxpU3AfxgzApEB3fHO0x8Nmfe7C5g,i was trying for days to un subscribe. but of course that i was charged. absolutely no support. horrible and disgusting tactics,1
gp:AOqpTOHB6-9UnF_GWUDr3szAVvXyvUp1OxNxBenTjogfnX3fTUPIHI3Wkt93WK8JmBrlHONziiOpMedOlhEcGQ,"update ruined app last update re formatted the plan my day function so the ability to schedule tasks for that day or postpone into the future is unusable, so i have 50 tasks and to way to arrange them into a comprehensive order. contacted the developer who emailed me back after 4 days asking for a screenshot of the problem, so i sent it right back. 3 days later no response from the developer, no fix, nothing. update9 8 no fix, moved to acaltasks",1
gp:AOqpTOFUz9gdtUGHQgnEqKlp-jzSu67UKSApozcaV1rHrqjetWGWWNZaD27BTsF5CrwLG5Y0P6ndBKcx67J7aQ,"does not do weekly reminders correctly. i opened a bug report, and was told that it was a known bug. a reminder app that gets reminders at the wrong time is a big no from me.",1
gp:AOqpTOFbP3Lt5uwZWPgRxo2B4l--pq8Z5T9nyeahqu1_ibgP8PBNXxdFVxGVbMhgwJe8FrGonuQWfEnmnAdRkw,"in app purchases significantly impact experience. 16 a year for features such as recurring tasks, you re having a laugh",1
gp:AOqpTOHRes2JknGIxqY2oFmty_TFSjg4fDDRUDYIDUZ07XRB3LUb9CcFdOcptDFEJVIxC1uTBYhsqRKN7TPy7g,you need an account because they want to track your cookies for ads,1
gp:AOqpTOFJJ8LhE53BtyV2uzQTsKkflibH-d5H3RWsL8fhcD9vMiRL2H66PvUJ-dFl9F0kZv93G7629ck0BUWW3g,need to create an account to use it.,1
gp:AOqpTOFbMY-dEzuA9scFyXcPzpFycTrv_1tCydO775LdDVtdFQ8iG85ttnZu5OIvW7KNjc_p84koYdAxUw3sTA,"is nothing free anymore??. it looks like a good app but as soon as you open it, it gives the subscription rates . i uninstalled immediately. don t bother. believe it or not, some people don t enjoy being nickle and dimed!",1
gp:AOqpTOEdqfUm0GwqBkdF75LeKZa5SGRt8p3QH8pujSJFoBAiPjA31wdH6TP_2LErJ_x0F5VWxLlv0hf_Fzs06Q,i sent an ivite to people and everyone got over 50 emails for the one invite. what a joke of a an app.,1
gp:AOqpTOEKWbRpgxwgf4yseEIggF60VRaUabZrwHy6nb588tP2vuCMoO8rxE5Ki2eqhkHk7jwidHWkxjh139u8CA,i have to sync whatttt gtfohhhhhh,1
gp:AOqpTOEine219DFeJKAV9CA851rC4AVIfHFdvR9tk_YFDZMaf2vftkcHfeqRxXvTFu7FXUi1Q5ojvjfT2SP_Kw,bring back my money! why your system stolen my money from pending subscribe? without confirmation and notification!!!! wheres my money???,1
gp:AOqpTOHsduNQr3pNm2qk04FB_o-VH-uoxTKEOacBS1viQM_Eq3-D3NSI8QhrVNEVMwlbcDv1-SB7zWad600I1g,why is this so buggy now? why are you no longer really being attentive to quality control? cant delete task on one try. can no longer delete finished tasks without several attempts. all commands are hesitant. all commands require multiple attempts. i have emailed you 3 times with no response. please advise.,1
gp:AOqpTOHnwPBu4j5gpyiQv-UBaZI_7cESDfUF1eNm1DDV6f3sB-VPS9O2T0zMblJpMYRqj5rbCky8jk8ihdWqCg,makes simple things extremely complicated,1
gp:AOqpTOGBrX-OvtWbKDH5eIJ_xZqoO46e4dQ_Dctj8CuUBxQ8SZ6TjT68zHhPAP4aYnofS4LPhASPT2In_JCONw,even after your response it doesn t change the fact that you are required to have an account to proceed. the reasoning that others do it is negligible. only way i would rate this app better is if you had an anonymous auto log in that can be converted to a full account on sign up or log in.,1
gp:AOqpTOHsn7Qvc5O6lO-tlvHCef0fUMZTqtY8ykX_NS24cxdyXnN5iDKgUwP-q2eJqqTVRR_j3hAbpRdKjZPvaw,the latest update now not working fine at all. it s worsening day by day. the developers now appears to have a different intention that premium paid version is purchased by the users.,1
gp:AOqpTOEYwkpm0LNFzMg0G6R1KLXcL0A-qKRvt73UFHKv2-orl6mYVucgIoYnq46eq5Bt7WyjE7vXc8XwqWpK_Q,i want to cancel the subscription.,1
gp:AOqpTOGYZHD-JGFxnyNq34f9ZZDiTLNJSzM9LSAkgnfhf0uyYprocDjqYQ4f82fxRRAhCg_IkjhW2PmOsu1o3g,moneygrabber wants you to pay premium to choose specific dates.,1
gp:AOqpTOF20Qx0SGYiFEhKMSCWsc1QrCC-7mmeB8jND5UO3L2NjkKF3zMX68CAQmYMuXKCYkue-oTWDtmyyytuYQ,does not do much different than google tasks which is easier to use and is free . as a result i wanted a refund as i only realized this after my 7 day trial. refunds are only given within 24 hours of their drawing their fee. not sure that is legal for an automatic subscription after app trial.,1
gp:AOqpTOHXeLietqvFalIXHQFKUVHnQHxCFf4UzdlJT3T6JlDOT9LghJHys68NDDavIQfuZOv8VDzcUowqqxo3pQ,"bekaar... bagwas.. time waste... useless.. and asking for payment, before use anyway",1
gp:AOqpTOEy4b33KvCs0D-tSQmJ7ka4aqC4pHg99SGs7obeOW2U9ndTTOXe7OxtjlxywBwAdongc9dvuh8OrVFPDA,useless app... set up 8 reminders during a course of 4 days and not once received any notification! waste of money.,1
gp:AOqpTOFZRTvOOvkhQFYxFpATV-0sWsRX2iY2y_w0mfV9qFC-1q4HHWyjEbOner21GdBU809gZyd30j_pa9ckNQ,"this app met my needs until this latest update. dislike the new format to such a degree that it s a dealbreaker. now i have to start from scratch researching apps to find a replacement. i know, i used the free version so you don t care if i go but this is such a disappointment.",1
gp:AOqpTOHDfmZlBMeu7CQ2_c8Xchd5BX5D0VOxldswIjz991GIogthE7P689kn0fw6kjxsTK4AKJVRDzk1ME7kQA,it syncs everything. terrible. you have to get the pro version in order to be able to do anything actually worth while!!!,1
gp:AOqpTOFQwhTbjCpQa8zHwLPjCaxHDOD-QPoGTQJohYKWLyyFCfFbuzCno6uuJD8FMmNDWnldUCm2cuCj66cYcw,i don t found usefulness,1
gp:AOqpTOGmtxWRrgwr7YVyY_Z2hqmN4i-4EzpaFgr5BISpIJL1KClsge8gfd8oR-Dnk-Uen2C3Ddm8PezLZGK_wQ,"in the calendar of any.do, 1st of august is marked as bakr id, but 22nd august is not marked as ganesha chaturthi! is there a specific reason? or was it conveniently forgotten? developer, please do respond. because it depends on your response whether to buy it or not?",1
gp:AOqpTOGVwDiYTqB41FMwO155uyWq-VCC5UOho9VZKw7bQKBS9hql3vcV373CNx4i_k3p5Nw5UrT1wBWHQBLDxg,its a good app but the app keeps crashing when i allow this app to add to my calendar. after adding it to calendar then yhis app doesnt open. keeps crashing,1
gp:AOqpTOGpl96lT3KiBB6V2ZqcesRm7Xc6wcbKvHtYlpf9mAu-f8wRY-WTEUXP2CzD4sUuEhMe6y-BOKhnCoYk_w,"saying free and simple is not telling people it is a 7 day free trial especially at google play store and people only know it s a 7 day free trial after they download it. so why won t google do anything about this app developers not mention their apps have a trial period, which results in people downloading apps for nothing. ps 95 of the app is free, until the trial period finishes.",1
gp:AOqpTOFXbJGy8gYsM8t_77DiyuuwVuoffTPw7nhpnqesxai6GcCjsUTkf3fKgFbtcKnvyD-i1u7JK_L1lKSrXQ,"scam premium that bypasses googleplay, on the mobile app you can only buy 1 year of premium while on the website a monthly payment is possible. people buy the monthly more often and the developer listed it on its personal website only to bypass google fee, thus i need to link my card on their site too",1
gp:AOqpTOG_s5DxUI0ZMn_J0qc_X9sBWy0M0e0NFyJRl-aIj-4U99nn8W4OJcCjUU99E3cGK9rnxrL53x9mbmgzEA,"this new layout is just awful. just ridiculously awful. i cannot in any way fathom how this got a thumbs up from anybody. bye bye any.do, i m off to download something that wasn t designed by a nine year old.",1
gp:AOqpTOFz62NVRgFuBjmXK2urQYmrb24XM-HlHOKWMz2Fi7tQ89yKFBmVh3yEZGXmXDMWGvRKMWoJVmt7LspxXA,you have to open an account with them. i won t be going there. would be nice to be given the choice.,1
gp:AOqpTOHFYMIFttwp3dU8fUk4EjjLPGNiSL3HYNKS21hpIiSuctcX7FaMzdyL62ViV6vlUPoq0SHMJL2qWWCwVA,"there is no option to delete the account. if i don t find this app useful, you guyz will keep my data? this is against the policies and norms",1
gp:AOqpTOEkW2GWu_mYkuAEJqj-RGmeBVd4FHaCpG0WyiLvwSqJF7KPImu6D3ffHUSHtaH74DyRWxMQve70jxtOSA,sorry way to complicated. and why would you think i want my information out on your servers? wanted to create a weekday event spent more time trying to figure out how to do that than it took to write in a diary.,1
gp:AOqpTOH1ZorKk-tQkAaJ5rawp-UmTlMsdXju-Fy-s-vrOJm3eVFx31vXINfRvSvJEuZLBWy0B3kty_X45AgLqg,worked great for a few years and then the past couple of months it eats anything added to the list! i can sit and watch things drop off before my very eyes!,1
gp:AOqpTOEukubmrczdnsUDBZ8lZuz-5Gb8Qhg8x4uFXKLRI5QutA37cY4m1QJRDcx23NOR2NEMfjH5PWHYcZ1W-w,way over priced for what it does. not worth it!!,1
gp:AOqpTOFymFRFZXXJeAaX_CB-3hw3brkjUu2pPv38xstYtUvVd67rycZIBZ5hPcrEPSLoBOA13g-s_LB_kVFHgQ,laggy responses to resolved items and errors in recurring reminders,1
gp:AOqpTOFR6UXpQ27Uyp9cQFdbKzlrq6pV29dJCJ24pqyEPpmG-CyIYtS0qQaZMdsBp8uivW7caZpwLVesVqxvdA,no new it s repeated app,1
gp:AOqpTOHI-IAtXC9QNfqshJMxjgJWEKVCxx35DrwfhJ9AZL1j7NEVcdDF51GrIppcMQFkf4t7UfEGPR7anoPzxg,it stop working and i try to reinstall it but same problem,1
gp:AOqpTOFS1zwLQuu0o90ZaZcxD3LRcm_hdQkJt93guYVdlMAV6_eo3JmLSdSTqmeRB5jOjd5WkZpUQE4BW4HXzQ,"automatically shows the reminder snackbar when i open other apps without me setting it up, what kind of violation is this??? stop bugging your users unsolicitedly. uninstalled",1
gp:AOqpTOHNHm4OfbjkxEXXa51JwZEHAaDlvfSgN0OU256pfT7428KsbH9tjw7KKDqj-1BmR17grIB-V4ek0tcsJw,"i love this app, but i do have one major gripe i want an option to buy premium once even at a higher price and not as a monthly or yearly subscription. edit very unhappy with developer response to pricing. i want to buy premium for this great product they made, but it s not a service. this isn t netflix. you re going to turn potential buyers away with this pricing model",1
gp:AOqpTOGkyWMk22f3UjONun-L1wPry7XkXJ6UoggJj174R_ZzvmwiESva3dOpOXftg3dG4Ef1L0C_Ku4W63Vkvw,atleast make a few features available .. if the customer donot like the app at initial stage than how would he she ever think about going premium,1
